image_name,image_file,n_gt_boxes,n_pred_boxes,n_correct_matches,n_false_positives,n_false_negatives,avg_confidence,status,paper_score,recommendation,error_category,selector_type,top_n,dataset,model,total_errors
Trip 073 Day 2 01-12-05 Image 1_16,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo12\Trip 073 Day 2 01-12-05 Image 1_16.png,8,8,5,3,3,0.51,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,md_2019_stages,yolo12,6.0
Trip 073 Day 2 01-12-05 Image 1_6,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo12\Trip 073 Day 2 01-12-05 Image 1_6.png,10,10,7,3,3,0.789,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,md_2019_stages,yolo12,6.0
Trip 073 Day 2 01-12-05 Image 1_16,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo12\Trip 073 Day 2 01-12-05 Image 1_16.png,8,8,5,3,3,0.51,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,md_2019_stages,yolo12,6.0
Trip 802 Day 2 01-12-05 Image 5_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo12\Trip 802 Day 2 01-12-05 Image 5_3.png,1,1,1,0,0,0.925,Perfect,10,Best for paper,Perfect Detection,detection_error,5,md_2019_stages,yolo12,
Trip 802 Day 2 01-12-05 Image 5_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo12\Trip 802 Day 2 01-12-05 Image 5_3.png,1,1,1,0,0,0.925,Perfect,10,Best for paper,Perfect Detection,detection_error,5,md_2019_stages,yolo12,
Trip 053 Day 2 19-11-05 Image 2_6,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo12\Trip 053 Day 2 19-11-05 Image 2_6.png,2,2,2,0,0,0.919,Perfect,10,Best for paper,Perfect Detection,detection_error,5,md_2019_stages,yolo12,
Trip 053 Day 2 19-11-05 Image 2_6,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo12\Trip 053 Day 2 19-11-05 Image 2_6.png,2,2,2,0,0,0.919,Perfect,10,Best for paper,Perfect Detection,detection_error,5,md_2019_stages,yolo12,
Trip 802 Day 2 01-12-05 Image 5_14,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo12\Trip 802 Day 2 01-12-05 Image 5_14.png,2,2,2,0,0,0.917,Perfect,10,Best for paper,Perfect Detection,detection_error,5,md_2019_stages,yolo12,
1307210661-0001-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1307210661-0001-R.png,31,39,31,8,0,0.772,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_species,yolo10,
1307210661-0001-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1307210661-0001-R.png,31,39,31,8,0,0.772,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_species,yolo10,
1307210661-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1307210661-0002-R.png,25,32,25,7,0,0.75,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_species,yolo10,
1307210661-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1307210661-0002-R.png,25,32,25,7,0,0.75,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_species,yolo10,
1704282807-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1704282807-0010-R.png,14,18,14,4,0,0.74,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_species,yolo10,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1312132815-0015-S.png,2,1,1,0,1,0.947,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_species,yolo10,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1312132815-0015-S.png,2,1,1,0,1,0.947,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_species,yolo10,
1709041080-0020-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1709041080-0020-R.png,2,1,1,0,1,0.686,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_species,yolo10,
1709041080-0020-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1709041080-0020-R.png,2,1,1,0,1,0.686,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_species,yolo10,
1703121298-0009-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1703121298-0009-R.png,1,0,0,0,1,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_species,yolo10,
1701151546-0015-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1701151546-0015-R_T.png,37,37,25,12,12,0.697,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_species,yolo10,24.0
1701151546-0015-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1701151546-0015-R_T.png,37,37,25,12,12,0.697,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_species,yolo10,24.0
1307210661-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1307210661-0010-R.png,42,52,38,14,4,0.728,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_species,yolo10,18.0
1307210661-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1307210661-0010-R.png,42,52,38,14,4,0.728,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_species,yolo10,18.0
1704282807-0019-R_G,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1704282807-0019-R_G.png,41,36,31,5,10,0.737,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_species,yolo10,15.0
1707180816-0005-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1707180816-0005-T.png,1,1,1,0,0,0.953,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo10,
1707180816-0005-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1707180816-0005-T.png,1,1,1,0,0,0.953,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo10,
1401063467-0013-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1401063467-0013-T.png,1,1,1,0,0,0.939,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo10,
1401063467-0013-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1401063467-0013-T.png,1,1,1,0,0,0.939,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo10,
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo10\1707180816-0015-T.png,1,1,1,0,0,0.936,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo10,
1704282807-0020-R_T_S,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0020-R_T_S.png,14,19,14,5,0,0.78,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_species,yolo11,
1704282807-0020-R_T_S,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0020-R_T_S.png,14,19,14,5,0,0.78,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_species,yolo11,
1307210661-0001-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1307210661-0001-R.png,31,36,31,5,0,0.749,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_species,yolo11,
1307210661-0001-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1307210661-0001-R.png,31,36,31,5,0,0.749,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_species,yolo11,
1704282807-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0007-R.png,16,20,16,4,0,0.802,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_species,yolo11,
1709041080-0020-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1709041080-0020-R.png,2,0,0,0,2,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_species,yolo11,
1709041080-0020-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1709041080-0020-R.png,2,0,0,0,2,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_species,yolo11,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1312132815-0015-S.png,2,1,1,0,1,0.891,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_species,yolo11,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1312132815-0015-S.png,2,1,1,0,1,0.891,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_species,yolo11,
1709041080-0023-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1709041080-0023-R.png,2,1,1,0,1,0.756,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_species,yolo11,
1701151546-0015-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1701151546-0015-R_T.png,37,39,28,11,9,0.688,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_species,yolo11,20.0
1701151546-0015-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1701151546-0015-R_T.png,37,39,28,11,9,0.688,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_species,yolo11,20.0
1307210661-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1307210661-0010-R.png,42,47,36,11,6,0.684,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_species,yolo11,17.0
1307210661-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1307210661-0010-R.png,42,47,36,11,6,0.684,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_species,yolo11,17.0
1307210661-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1307210661-0002-R.png,25,34,24,10,1,0.721,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_species,yolo11,11.0
1401080976-0002-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1401080976-0002-T.png,1,1,1,0,0,0.882,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo11,
1401080976-0002-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1401080976-0002-T.png,1,1,1,0,0,0.882,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo11,
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1707180816-0015-T.png,1,1,1,0,0,0.881,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo11,
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1707180816-0015-T.png,1,1,1,0,0,0.881,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo11,
1703121298-0008-G,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1703121298-0008-G.png,1,1,1,0,0,0.87,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo11,
1307210661-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1307210661-0002-R.png,25,33,25,8,0,0.738,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_species,yolo12,
1307210661-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1307210661-0002-R.png,25,33,25,8,0,0.738,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_species,yolo12,
1307210661-0001-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1307210661-0001-R.png,31,35,31,4,0,0.762,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_species,yolo12,
1307210661-0001-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1307210661-0001-R.png,31,35,31,4,0,0.762,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_species,yolo12,
1704282807-0020-R_T_S,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1704282807-0020-R_T_S.png,14,17,14,3,0,0.836,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_species,yolo12,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1312132815-0015-S.png,2,1,1,0,1,0.889,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_species,yolo12,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1312132815-0015-S.png,2,1,1,0,1,0.889,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_species,yolo12,
1709041080-0020-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1709041080-0020-R.png,2,1,1,0,1,0.77,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_species,yolo12,
1709041080-0020-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1709041080-0020-R.png,2,1,1,0,1,0.77,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_species,yolo12,
1709041080-0014-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1709041080-0014-R.png,1,0,0,0,1,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_species,yolo12,
1701151546-0015-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1701151546-0015-R_T.png,37,37,27,10,10,0.697,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_species,yolo12,20.0
1701151546-0015-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1701151546-0015-R_T.png,37,37,27,10,10,0.697,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_species,yolo12,20.0
1307210661-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1307210661-0010-R.png,42,46,35,11,7,0.691,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_species,yolo12,18.0
1307210661-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1307210661-0010-R.png,42,46,35,11,7,0.691,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_species,yolo12,18.0
1704282807-0019-R_G,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1704282807-0019-R_G.png,41,41,37,4,4,0.764,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_species,yolo12,8.0
1401080976-0002-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1401080976-0002-T.png,1,1,1,0,0,0.897,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo12,
1401080976-0002-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1401080976-0002-T.png,1,1,1,0,0,0.897,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo12,
1401063467-0013-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1401063467-0013-T.png,1,1,1,0,0,0.892,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo12,
1401063467-0013-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1401063467-0013-T.png,1,1,1,0,0,0.892,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo12,
1707180816-0005-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1707180816-0005-T.png,1,1,1,0,0,0.887,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo12,
1701151546-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1701151546-0003-R.png,15,19,15,4,0,0.753,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo10,
1701151546-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1701151546-0003-R.png,15,19,15,4,0,0.753,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo10,
1405022890-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1405022890-0005-R.png,17,21,17,4,0,0.699,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo10,
1405022890-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1405022890-0005-R.png,17,21,17,4,0,0.699,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo10,
1704282807-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1704282807-0010-R.png,14,18,14,4,0,0.679,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo10,
1709041080-0025-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1709041080-0025-R_T.png,4,2,2,0,2,0.689,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_stages,yolo10,
1709041080-0025-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1709041080-0025-R_T.png,4,2,2,0,2,0.689,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_stages,yolo10,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1312132815-0015-S.png,2,1,1,0,1,0.931,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo10,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1312132815-0015-S.png,2,1,1,0,1,0.931,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo10,
1709041080-0024-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1709041080-0024-R.png,2,1,1,0,1,0.538,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_stages,yolo10,
1405022890-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1405022890-0003-R.png,24,29,21,8,3,0.775,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo10,11.0
1405022890-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1405022890-0003-R.png,24,29,21,8,3,0.775,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo10,11.0
1704282807-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1704282807-0016-R.png,29,28,23,5,6,0.777,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo10,11.0
1704282807-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1704282807-0016-R.png,29,28,23,5,6,0.777,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo10,11.0
1701151546-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1701151546-0007-R.png,27,30,25,5,2,0.733,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo10,7.0
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1707180816-0015-T.png,1,1,1,0,0,0.944,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo10,
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1707180816-0015-T.png,1,1,1,0,0,0.944,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo10,
1305121398-0014-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1305121398-0014-S.png,1,1,1,0,0,0.938,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo10,
1305121398-0014-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1305121398-0014-S.png,1,1,1,0,0,0.938,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo10,
1312132815-0017-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1312132815-0017-T.png,1,1,1,0,0,0.932,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo10,
1704282807-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0010-R.png,14,18,14,4,0,0.737,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo11,
1704282807-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0010-R.png,14,18,14,4,0,0.737,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo11,
1704282807-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0002-R.png,19,22,19,3,0,0.809,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo11,
1704282807-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0002-R.png,19,22,19,3,0,0.809,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo11,
1603223711-0005-G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1603223711-0005-G.png,1,4,1,3,0,0.629,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo11,
1405022890-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1405022890-0005-R.png,17,16,16,0,1,0.704,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo11,
1405022890-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1405022890-0005-R.png,17,16,16,0,1,0.704,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo11,
1701151546-0009-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0009-R.png,24,23,23,0,1,0.792,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo11,
1701151546-0009-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0009-R.png,24,23,23,0,1,0.792,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo11,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1312132815-0015-S.png,2,1,1,0,1,0.887,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo11,
1704282807-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0016-R.png,29,30,24,6,5,0.768,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo11,11.0
1704282807-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0016-R.png,29,30,24,6,5,0.768,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo11,11.0
1701151546-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0007-R.png,27,28,23,5,4,0.72,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo11,9.0
1701151546-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0007-R.png,27,28,23,5,4,0.72,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo11,9.0
1405022890-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1405022890-0003-R.png,24,26,21,5,3,0.68,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo11,8.0
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1707180816-0015-T.png,1,1,1,0,0,0.896,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo11,
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1707180816-0015-T.png,1,1,1,0,0,0.896,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo11,
1312132815-0017-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1312132815-0017-T.png,1,1,1,0,0,0.893,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo11,
