image_name,image_file,n_gt_boxes,n_pred_boxes,n_correct_matches,n_false_positives,n_false_negatives,avg_confidence,status,paper_score,recommendation,error_category,selector_type,top_n,dataset,model,total_errors,n_boxes,n_correct,n_incorrect,accuracy,conf_threshold
1401080976-0002-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1401080976-0002-T.png,1.0,1.0,1.0,0.0,0.0,0.897,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo12,,,,,,
1401063467-0013-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1401063467-0013-T.png,1.0,1.0,1.0,0.0,0.0,0.892,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo12,,,,,,
1401063467-0013-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1401063467-0013-T.png,1.0,1.0,1.0,0.0,0.0,0.892,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo12,,,,,,
1707180816-0005-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo12\1707180816-0005-T.png,1.0,1.0,1.0,0.0,0.0,0.887,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_species,yolo12,,,,,,
1701151546-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1701151546-0003-R.png,15.0,19.0,15.0,4.0,0.0,0.753,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo10,,,,,,
1701151546-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1701151546-0003-R.png,15.0,19.0,15.0,4.0,0.0,0.753,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo10,,,,,,
1405022890-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1405022890-0005-R.png,17.0,21.0,17.0,4.0,0.0,0.699,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo10,,,,,,
1405022890-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1405022890-0005-R.png,17.0,21.0,17.0,4.0,0.0,0.699,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo10,,,,,,
1704282807-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1704282807-0010-R.png,14.0,18.0,14.0,4.0,0.0,0.679,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo10,,,,,,
1709041080-0025-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1709041080-0025-R_T.png,4.0,2.0,2.0,0.0,2.0,0.689,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_stages,yolo10,,,,,,
1709041080-0025-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1709041080-0025-R_T.png,4.0,2.0,2.0,0.0,2.0,0.689,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_stages,yolo10,,,,,,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1312132815-0015-S.png,2.0,1.0,1.0,0.0,1.0,0.931,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo10,,,,,,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1312132815-0015-S.png,2.0,1.0,1.0,0.0,1.0,0.931,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo10,,,,,,
1709041080-0024-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1709041080-0024-R.png,2.0,1.0,1.0,0.0,1.0,0.538,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_stages,yolo10,,,,,,
1405022890-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1405022890-0003-R.png,24.0,29.0,21.0,8.0,3.0,0.775,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo10,11.0,,,,,
1405022890-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1405022890-0003-R.png,24.0,29.0,21.0,8.0,3.0,0.775,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo10,11.0,,,,,
1704282807-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1704282807-0016-R.png,29.0,28.0,23.0,5.0,6.0,0.777,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo10,11.0,,,,,
1704282807-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1704282807-0016-R.png,29.0,28.0,23.0,5.0,6.0,0.777,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo10,11.0,,,,,
1701151546-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1701151546-0007-R.png,27.0,30.0,25.0,5.0,2.0,0.733,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo10,7.0,,,,,
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1707180816-0015-T.png,1.0,1.0,1.0,0.0,0.0,0.944,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo10,,,,,,
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1707180816-0015-T.png,1.0,1.0,1.0,0.0,0.0,0.944,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo10,,,,,,
1305121398-0014-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1305121398-0014-S.png,1.0,1.0,1.0,0.0,0.0,0.938,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo10,,,,,,
1305121398-0014-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1305121398-0014-S.png,1.0,1.0,1.0,0.0,0.0,0.938,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo10,,,,,,
1312132815-0017-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo10\1312132815-0017-T.png,1.0,1.0,1.0,0.0,0.0,0.932,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo10,,,,,,
1704282807-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0010-R.png,14.0,18.0,14.0,4.0,0.0,0.737,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo11,,,,,,
1704282807-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0010-R.png,14.0,18.0,14.0,4.0,0.0,0.737,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo11,,,,,,
1704282807-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0002-R.png,19.0,22.0,19.0,3.0,0.0,0.809,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo11,,,,,,
1704282807-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0002-R.png,19.0,22.0,19.0,3.0,0.0,0.809,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo11,,,,,,
1603223711-0005-G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1603223711-0005-G.png,1.0,4.0,1.0,3.0,0.0,0.629,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo11,,,,,,
1405022890-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1405022890-0005-R.png,17.0,16.0,16.0,0.0,1.0,0.704,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo11,,,,,,
1405022890-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1405022890-0005-R.png,17.0,16.0,16.0,0.0,1.0,0.704,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo11,,,,,,
1701151546-0009-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0009-R.png,24.0,23.0,23.0,0.0,1.0,0.792,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo11,,,,,,
1701151546-0009-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0009-R.png,24.0,23.0,23.0,0.0,1.0,0.792,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo11,,,,,,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1312132815-0015-S.png,2.0,1.0,1.0,0.0,1.0,0.887,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo11,,,,,,
1704282807-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0016-R.png,29.0,30.0,24.0,6.0,5.0,0.768,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo11,11.0,,,,,
1704282807-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0016-R.png,29.0,30.0,24.0,6.0,5.0,0.768,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo11,11.0,,,,,
1701151546-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0007-R.png,27.0,28.0,23.0,5.0,4.0,0.72,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo11,9.0,,,,,
1701151546-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0007-R.png,27.0,28.0,23.0,5.0,4.0,0.72,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo11,9.0,,,,,
1405022890-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1405022890-0003-R.png,24.0,26.0,21.0,5.0,3.0,0.68,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo11,8.0,,,,,
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1707180816-0015-T.png,1.0,1.0,1.0,0.0,0.0,0.896,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo11,,,,,,
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1707180816-0015-T.png,1.0,1.0,1.0,0.0,0.0,0.896,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo11,,,,,,
1312132815-0017-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1312132815-0017-T.png,1.0,1.0,1.0,0.0,0.0,0.893,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo11,,,,,,
1312132815-0017-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1312132815-0017-T.png,1.0,1.0,1.0,0.0,0.0,0.893,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo11,,,,,,
1703121298-0010-G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1703121298-0010-G.png,2.0,2.0,2.0,0.0,0.0,0.885,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo11,,,,,,
1704282807-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1704282807-0002-R.png,19.0,23.0,19.0,4.0,0.0,0.755,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo12,,,,,,
1704282807-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1704282807-0002-R.png,19.0,23.0,19.0,4.0,0.0,0.755,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo12,,,,,,
1701151546-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1701151546-0003-R.png,15.0,18.0,15.0,3.0,0.0,0.758,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo12,,,,,,
1701151546-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1701151546-0003-R.png,15.0,18.0,15.0,3.0,0.0,0.758,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo12,,,,,,
1405022890-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1405022890-0005-R.png,17.0,20.0,17.0,3.0,0.0,0.648,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo12,,,,,,
1709041080-0024-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1709041080-0024-R.png,2.0,0.0,0.0,0.0,2.0,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_stages,yolo12,,,,,,
1709041080-0024-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1709041080-0024-R.png,2.0,0.0,0.0,0.0,2.0,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_stages,yolo12,,,,,,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1312132815-0015-S.png,2.0,1.0,1.0,0.0,1.0,0.873,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo12,,,,,,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1312132815-0015-S.png,2.0,1.0,1.0,0.0,1.0,0.873,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo12,,,,,,
1312132815-0009-G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1312132815-0009-G.png,1.0,0.0,0.0,0.0,1.0,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_stages,yolo12,,,,,,
1704282807-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1704282807-0016-R.png,29.0,30.0,24.0,6.0,5.0,0.714,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo12,11.0,,,,,
1704282807-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1704282807-0016-R.png,29.0,30.0,24.0,6.0,5.0,0.714,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo12,11.0,,,,,
1405022890-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1405022890-0003-R.png,24.0,28.0,22.0,6.0,2.0,0.703,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo12,8.0,,,,,
1405022890-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1405022890-0003-R.png,24.0,28.0,22.0,6.0,2.0,0.703,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo12,8.0,,,,,
1701151546-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1701151546-0007-R.png,27.0,31.0,26.0,5.0,1.0,0.693,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo12,6.0,,,,,
1707180816-0006-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1707180816-0006-T.png,1.0,1.0,1.0,0.0,0.0,0.857,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo12,,,,,,
1707180816-0006-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1707180816-0006-T.png,1.0,1.0,1.0,0.0,0.0,0.857,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo12,,,,,,
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1707180816-0015-T.png,1.0,1.0,1.0,0.0,0.0,0.857,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo12,,,,,,
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1707180816-0015-T.png,1.0,1.0,1.0,0.0,0.0,0.857,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo12,,,,,,
1312132815-0017-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1312132815-0017-T.png,1.0,1.0,1.0,0.0,0.0,0.856,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo12,,,,,,
PA171742,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171742.png,,,,,,0.722,All wrong,3,Not recommended,All Wrong,classification_error,5,iml_lifecycle,densenet121_focal,,3.0,0.0,3.0,0.0,0.75
PA171742,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171742.png,,,,,,0.722,All wrong,3,Not recommended,All Wrong,classification_error,5,iml_lifecycle,densenet121_focal,,3.0,0.0,3.0,0.0,0.75
PA171990,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171990.png,,,,,,0.491,All wrong,3,Not recommended,All Wrong,classification_error,5,iml_lifecycle,densenet121_focal,,3.0,0.0,3.0,0.0,0.75
PA171990,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171990.png,,,,,,0.491,All wrong,3,Not recommended,All Wrong,classification_error,5,iml_lifecycle,densenet121_focal,,3.0,0.0,3.0,0.0,0.75
PA171770,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171770.png,,,,,,0.749,All wrong,3,Not recommended,All Wrong,classification_error,5,iml_lifecycle,densenet121_focal,,2.0,0.0,2.0,0.0,0.75
PA171902,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171902.png,,,,,,0.947,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,5,iml_lifecycle,densenet121_focal,,1.0,0.0,1.0,0.0,0.75
PA171902,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171902.png,,,,,,0.947,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,5,iml_lifecycle,densenet121_focal,,1.0,0.0,1.0,0.0,0.75
PA171854,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171854.png,,,,,,0.936,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,5,iml_lifecycle,densenet121_focal,,1.0,0.0,1.0,0.0,0.75
PA171854,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171854.png,,,,,,0.936,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,5,iml_lifecycle,densenet121_focal,,1.0,0.0,1.0,0.0,0.75
PA171876,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171876.png,,,,,,0.934,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,5,iml_lifecycle,densenet121_focal,,1.0,0.0,1.0,0.0,0.75
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171878.png,,,,,,0.782,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,5,iml_lifecycle,densenet121_focal,,3.0,1.0,2.0,0.333,0.75
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171878.png,,,,,,0.782,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,5,iml_lifecycle,densenet121_focal,,3.0,1.0,2.0,0.333,0.75
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171751.png,,,,,,0.706,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,5,iml_lifecycle,densenet121_focal,,3.0,1.0,2.0,0.333,0.75
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171751.png,,,,,,0.706,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,5,iml_lifecycle,densenet121_focal,,3.0,1.0,2.0,0.333,0.75
PA171698,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171698.png,,,,,,0.653,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,5,iml_lifecycle,densenet121_focal,,3.0,1.0,2.0,0.333,0.75
PA171900,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171900.png,,,,,,0.402,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,5,iml_lifecycle,densenet121_focal,,1.0,1.0,0.0,1.0,0.75
PA171900,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171900.png,,,,,,0.402,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,5,iml_lifecycle,densenet121_focal,,1.0,1.0,0.0,1.0,0.75
PA171826,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171826.png,,,,,,0.972,All correct,10,Best for paper,Perfect Classification,classification_error,5,iml_lifecycle,densenet121_focal,,1.0,1.0,0.0,1.0,0.75
PA171826,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171826.png,,,,,,0.972,All correct,10,Best for paper,Perfect Classification,classification_error,5,iml_lifecycle,densenet121_focal,,1.0,1.0,0.0,1.0,0.75
PA171886,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171886.png,,,,,,0.972,All correct,10,Best for paper,Perfect Classification,classification_error,5,iml_lifecycle,densenet121_focal,,1.0,1.0,0.0,1.0,0.75
PA171886,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171886.png,,,,,,0.972,All correct,10,Best for paper,Perfect Classification,classification_error,5,iml_lifecycle,densenet121_focal,,1.0,1.0,0.0,1.0,0.75
PA171949,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171949.png,,,,,,0.966,All correct,10,Best for paper,Perfect Classification,classification_error,5,iml_lifecycle,densenet121_focal,,1.0,1.0,0.0,1.0,0.75
PA171990,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171990.png,,,,,,0.442,All wrong,3,Not recommended,All Wrong,classification_error,5,iml_lifecycle,efficientnet_b0_focal,,3.0,0.0,3.0,0.0,0.75
PA171990,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171990.png,,,,,,0.442,All wrong,3,Not recommended,All Wrong,classification_error,5,iml_lifecycle,efficientnet_b0_focal,,3.0,0.0,3.0,0.0,0.75
PA171742,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171742.png,,,,,,0.339,All wrong,3,Not recommended,All Wrong,classification_error,5,iml_lifecycle,efficientnet_b0_focal,,3.0,0.0,3.0,0.0,0.75
PA171742,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171742.png,,,,,,0.339,All wrong,3,Not recommended,All Wrong,classification_error,5,iml_lifecycle,efficientnet_b0_focal,,3.0,0.0,3.0,0.0,0.75
PA171699,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171699.png,,,,,,0.599,All wrong,3,Not recommended,All Wrong,classification_error,5,iml_lifecycle,efficientnet_b0_focal,,2.0,0.0,2.0,0.0,0.75
PA171876,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171876.png,,,,,,0.955,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,5,iml_lifecycle,efficientnet_b0_focal,,1.0,0.0,1.0,0.0,0.75
PA171876,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171876.png,,,,,,0.955,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,5,iml_lifecycle,efficientnet_b0_focal,,1.0,0.0,1.0,0.0,0.75
PA171898,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171898.png,,,,,,0.836,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,5,iml_lifecycle,efficientnet_b0_focal,,1.0,0.0,1.0,0.0,0.75
PA171898,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171898.png,,,,,,0.836,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,5,iml_lifecycle,efficientnet_b0_focal,,1.0,0.0,1.0,0.0,0.75
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171878.png,,,,,,0.459,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,5,iml_lifecycle,efficientnet_b0_focal,,3.0,1.0,2.0,0.333,0.75
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171878.png,,,,,,0.459,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,5,iml_lifecycle,efficientnet_b0_focal,,3.0,1.0,2.0,0.333,0.75
