image_id,image_path,original_path,dataset,original_class,original_species,unified_class,unified_class_name,quality_score,original_size,processed_size,sharpness,contrast,brightness,dark_ratio,bright_ratio,unified_image_path
15027,images/nih_cell_uninfected_C207ThinF_IMG_20151029_144152_cell_4.jpg,data/raw/nih_cell/cell_images/Uninfected/C207ThinF_IMG_20151029_144152_cell_4.png,nih_cell,uninfected,none,5,Uninfected,80.0,166x148,640x640,2803.0286019177915,90.58083959479224,103.78239986974928,0.4317811787691306,0.0,images/Uninfected/nih_cell_Uninfected_015027.jpg
15028,images/nih_cell_uninfected_C214ThinF_IMG_20151106_115440_cell_72.jpg,data/raw/nih_cell/cell_images/Uninfected/C214ThinF_IMG_20151106_115440_cell_72.png,nih_cell,uninfected,none,5,Uninfected,80.0,133x133,640x640,2120.9176079974577,70.14471444726182,127.27870427949571,0.2314998021369212,0.0,images/Uninfected/nih_cell_Uninfected_015028.jpg
15029,images/nih_cell_uninfected_C179P140ThinF_IMG_20151127_153819_cell_80.jpg,data/raw/nih_cell/cell_images/Uninfected/C179P140ThinF_IMG_20151127_153819_cell_80.png,nih_cell,uninfected,none,5,Uninfected,80.0,115x106,640x640,2860.0367203176934,80.01304962092641,129.85652173913044,0.2748974569319114,0.0,images/Uninfected/nih_cell_Uninfected_015029.jpg
15030,images/nih_cell_uninfected_C220ThinF_IMG_20151106_153947_cell_108.jpg,data/raw/nih_cell/cell_images/Uninfected/C220ThinF_IMG_20151106_153947_cell_108.png,nih_cell,uninfected,none,5,Uninfected,80.0,124x127,640x640,2509.643856997391,74.26550321107132,127.84232918465835,0.2503175006350012,0.0,images/Uninfected/nih_cell_Uninfected_015030.jpg
15031,images/nih_cell_uninfected_C83P44ThinF_IMG_20150817_133218_cell_129.jpg,data/raw/nih_cell/cell_images/Uninfected/C83P44ThinF_IMG_20150817_133218_cell_129.png,nih_cell,uninfected,none,5,Uninfected,80.0,136x145,640x640,2315.129765991118,75.29690866162048,122.91140973630831,0.2717038539553753,0.0,images/Uninfected/nih_cell_Uninfected_015031.jpg
15032,images/nih_cell_uninfected_C117P78ThinF_IMG_20150930_222228_cell_25.jpg,data/raw/nih_cell/cell_images/Uninfected/C117P78ThinF_IMG_20150930_222228_cell_25.png,nih_cell,uninfected,none,5,Uninfected,80.0,154x169,640x640,1759.3832217354377,74.0894359865592,119.1340966725582,0.2776838546069315,0.0,images/Uninfected/nih_cell_Uninfected_015032.jpg
15033,images/nih_cell_uninfected_C93P54ThinF_IMG_20150821_163640_cell_31.jpg,data/raw/nih_cell/cell_images/Uninfected/C93P54ThinF_IMG_20150821_163640_cell_31.png,nih_cell,uninfected,none,5,Uninfected,80.0,124x133,640x640,2544.7636991099653,77.54759383297001,124.74357264128062,0.2783167596410381,0.0,images/Uninfected/nih_cell_Uninfected_015033.jpg
15034,images/nih_cell_uninfected_C177P138NThinF_IMG_20151201_142514_cell_85.jpg,data/raw/nih_cell/cell_images/Uninfected/C177P138NThinF_IMG_20151201_142514_cell_85.png,nih_cell,uninfected,none,5,Uninfected,80.0,97x118,640x640,3734.8619553503463,84.61630401709347,100.36335837847282,0.4130700681460772,0.0,images/Uninfected/nih_cell_Uninfected_015034.jpg
15035,images/nih_cell_uninfected_C73P34_ThinF_IMG_20150815_111302_cell_135.jpg,data/raw/nih_cell/cell_images/Uninfected/C73P34_ThinF_IMG_20150815_111302_cell_135.png,nih_cell,uninfected,none,5,Uninfected,80.0,127x145,640x640,2289.278498898116,73.85654348249867,123.94520771110508,0.2609828943795819,0.0,images/Uninfected/nih_cell_Uninfected_015035.jpg
15036,images/nih_cell_uninfected_C171P132ThinF_IMG_20151119_153347_cell_147.jpg,data/raw/nih_cell/cell_images/Uninfected/C171P132ThinF_IMG_20151119_153347_cell_147.png,nih_cell,uninfected,none,5,Uninfected,80.0,106x118,640x640,3033.204063189134,77.17063825395238,127.25383754397184,0.2635913015669971,0.0,images/Uninfected/nih_cell_Uninfected_015036.jpg
15037,images/nih_cell_uninfected_C121P82ThinF_IMG_20151002_133158_cell_51.jpg,data/raw/nih_cell/cell_images/Uninfected/C121P82ThinF_IMG_20151002_133158_cell_51.png,nih_cell,uninfected,none,5,Uninfected,80.0,115x136,640x640,2422.1897982090645,80.08485797234991,119.06182864450128,0.3109335038363171,0.0,images/Uninfected/nih_cell_Uninfected_015037.jpg
15038,images/nih_cell_uninfected_C65P26N_ThinF_IMG_20150818_154050_cell_18.jpg,data/raw/nih_cell/cell_images/Uninfected/C65P26N_ThinF_IMG_20150818_154050_cell_18.png,nih_cell,uninfected,none,5,Uninfected,80.0,145x157,640x640,1980.0728266546016,73.93653128975176,113.8799033604217,0.295321765868658,0.0,images/Uninfected/nih_cell_Uninfected_015038.jpg
15039,images/nih_cell_uninfected_C63P24N_ThinF_IMG_20150818_142948_cell_45.jpg,data/raw/nih_cell/cell_images/Uninfected/C63P24N_ThinF_IMG_20150818_142948_cell_45.png,nih_cell,uninfected,none,5,Uninfected,80.0,118x154,640x640,2347.693254175657,81.80329971930325,120.62271626678408,0.3143297380585516,0.0,images/Uninfected/nih_cell_Uninfected_015039.jpg
15040,images/nih_cell_uninfected_C154P115ThinF_IMG_20151115_141543_cell_76.jpg,data/raw/nih_cell/cell_images/Uninfected/C154P115ThinF_IMG_20151115_141543_cell_76.png,nih_cell,uninfected,none,5,Uninfected,80.0,115x124,640x640,2220.4803980720694,70.1346232272578,115.7312762973352,0.2663394109396914,0.0,images/Uninfected/nih_cell_Uninfected_015040.jpg
15041,images/nih_cell_uninfected_C209ThinF_IMG_20151029_160721_cell_163.jpg,data/raw/nih_cell/cell_images/Uninfected/C209ThinF_IMG_20151029_160721_cell_163.png,nih_cell,uninfected,none,5,Uninfected,80.0,121x154,640x640,2305.8484388880183,71.44063380588996,133.51304067832993,0.2200815713212407,0.0,images/Uninfected/nih_cell_Uninfected_015041.jpg
15042,images/nih_cell_uninfected_C118P79ThinF_IMG_20151002_110834_cell_128.jpg,data/raw/nih_cell/cell_images/Uninfected/C118P79ThinF_IMG_20151002_110834_cell_128.png,nih_cell,uninfected,none,5,Uninfected,80.0,139x142,640x640,2103.988951608148,75.38200555166884,111.33888945181884,0.3134056135373391,0.0,images/Uninfected/nih_cell_Uninfected_015042.jpg
15043,images/nih_cell_uninfected_C50P11thinF_IMG_20150724_120716_cell_111.jpg,data/raw/nih_cell/cell_images/Uninfected/C50P11thinF_IMG_20150724_120716_cell_111.png,nih_cell,uninfected,none,5,Uninfected,80.0,103x118,640x640,2400.974214931472,70.94681371558487,106.20264933355274,0.3073062366299161,0.0,images/Uninfected/nih_cell_Uninfected_015043.jpg
15044,images/nih_cell_uninfected_C110P71ThinF_IMG_20150930_105729_cell_206.jpg,data/raw/nih_cell/cell_images/Uninfected/C110P71ThinF_IMG_20150930_105729_cell_206.png,nih_cell,uninfected,none,5,Uninfected,80.0,124x106,640x640,2331.1297040618288,69.61315619876613,124.70815581253804,0.2362294583079732,0.0,images/Uninfected/nih_cell_Uninfected_015044.jpg
15045,images/nih_cell_uninfected_C133P94ThinF_IMG_20151004_155144_cell_37.jpg,data/raw/nih_cell/cell_images/Uninfected/C133P94ThinF_IMG_20151004_155144_cell_37.png,nih_cell,uninfected,none,5,Uninfected,80.0,133x139,640x640,2175.500757928226,74.98691862933347,119.01666035592578,0.2834965110618272,0.0,images/Uninfected/nih_cell_Uninfected_015045.jpg
15046,images/nih_cell_uninfected_C58P19thinF_IMG_20150802_122846_cell_88.jpg,data/raw/nih_cell/cell_images/Uninfected/C58P19thinF_IMG_20150802_122846_cell_88.png,nih_cell,uninfected,none,5,Uninfected,80.0,112x115,640x640,2608.9605394214627,71.34632557969448,120.6263198757764,0.2578416149068323,0.0,images/Uninfected/nih_cell_Uninfected_015046.jpg
15047,images/nih_cell_uninfected_C147P108ThinF_IMG_20151115_101156_cell_100.jpg,data/raw/nih_cell/cell_images/Uninfected/C147P108ThinF_IMG_20151115_101156_cell_100.png,nih_cell,uninfected,none,5,Uninfected,80.0,124x121,640x640,2313.068083199674,62.23620393739445,105.67422020794454,0.2483337776592908,0.0,images/Uninfected/nih_cell_Uninfected_015047.jpg
15048,images/nih_cell_uninfected_C1_thinF_IMG_20150604_104942_cell_20.jpg,data/raw/nih_cell/cell_images/Uninfected/C1_thinF_IMG_20150604_104942_cell_20.png,nih_cell,uninfected,none,5,Uninfected,80.0,139x145,640x640,2354.1012152247763,77.07060408472881,121.95088067477052,0.2837013148102207,0.0,images/Uninfected/nih_cell_Uninfected_015048.jpg
15049,images/nih_cell_uninfected_C145P106ThinF_IMG_20151016_154844_cell_109.jpg,data/raw/nih_cell/cell_images/Uninfected/C145P106ThinF_IMG_20151016_154844_cell_109.png,nih_cell,uninfected,none,5,Uninfected,80.0,106x115,640x640,2641.8577181769906,73.05092606278156,134.92854799015586,0.2232157506152584,0.0,images/Uninfected/nih_cell_Uninfected_015049.jpg
15050,images/nih_cell_uninfected_C2NThinF_IMG_20150604_114751_cell_221.jpg,data/raw/nih_cell/cell_images/Uninfected/C2NThinF_IMG_20150604_114751_cell_221.png,nih_cell,uninfected,none,5,Uninfected,80.0,145x139,640x640,2349.8091097492324,81.05693246726193,120.95440337385264,0.3090052096254031,0.0,images/Uninfected/nih_cell_Uninfected_015050.jpg
15051,images/nih_cell_uninfected_C241NThinF_IMG_20151207_124608_cell_40.jpg,data/raw/nih_cell/cell_images/Uninfected/C241NThinF_IMG_20151207_124608_cell_40.png,nih_cell,uninfected,none,5,Uninfected,80.0,139x151,640x640,1931.981253763054,64.85710823164855,136.28681690409263,0.1829529753680499,0.0,images/Uninfected/nih_cell_Uninfected_015051.jpg
15052,images/nih_cell_uninfected_C207ThinF_IMG_20151029_143711_cell_6.jpg,data/raw/nih_cell/cell_images/Uninfected/C207ThinF_IMG_20151029_143711_cell_6.png,nih_cell,uninfected,none,5,Uninfected,80.0,148x127,640x640,2502.83181878745,77.12955691505981,114.64370078740156,0.3048520961906789,0.0,images/Uninfected/nih_cell_Uninfected_015052.jpg
15053,images/nih_cell_uninfected_C148P109ThinF_IMG_20151115_112538_cell_153.jpg,data/raw/nih_cell/cell_images/Uninfected/C148P109ThinF_IMG_20151115_112538_cell_153.png,nih_cell,uninfected,none,5,Uninfected,80.0,127x175,640x640,1849.3092886277848,66.56740598044252,102.65673790776152,0.2911586051743532,0.0,images/Uninfected/nih_cell_Uninfected_015053.jpg
15054,images/nih_cell_uninfected_C239ThinF_IMG_20151127_113202_cell_62.jpg,data/raw/nih_cell/cell_images/Uninfected/C239ThinF_IMG_20151127_113202_cell_62.png,nih_cell,uninfected,none,5,Uninfected,80.0,139x115,640x640,2685.0007105543214,75.53296982661759,129.70353456365342,0.2505473881764153,0.0,images/Uninfected/nih_cell_Uninfected_015054.jpg
15055,images/nih_cell_uninfected_C221ThinF_IMG_20151106_160653_cell_156.jpg,data/raw/nih_cell/cell_images/Uninfected/C221ThinF_IMG_20151106_160653_cell_156.png,nih_cell,uninfected,none,5,Uninfected,80.0,115x124,640x640,2018.340121304604,64.33707566535848,115.23660589060307,0.2347826086956521,0.0,images/Uninfected/nih_cell_Uninfected_015055.jpg
15056,images/nih_cell_uninfected_C131P92ThinF_IMG_20151004_145224_cell_78.jpg,data/raw/nih_cell/cell_images/Uninfected/C131P92ThinF_IMG_20151004_145224_cell_78.png,nih_cell,uninfected,none,5,Uninfected,80.0,130x130,640x640,2456.7711821679923,81.3860405907494,118.06130177514792,0.321301775147929,0.0,images/Uninfected/nih_cell_Uninfected_015056.jpg
15057,images/nih_cell_uninfected_C162P123ThinF_IMG_20151116_102655_cell_14.jpg,data/raw/nih_cell/cell_images/Uninfected/C162P123ThinF_IMG_20151116_102655_cell_14.png,nih_cell,uninfected,none,5,Uninfected,80.0,142x151,640x640,1956.888682837137,77.2663203692523,121.71331965301744,0.2862606100177222,0.0,images/Uninfected/nih_cell_Uninfected_015057.jpg
15058,images/nih_cell_uninfected_C167P128ReThinF_IMG_20151201_105559_cell_20.jpg,data/raw/nih_cell/cell_images/Uninfected/C167P128ReThinF_IMG_20151201_105559_cell_20.png,nih_cell,uninfected,none,5,Uninfected,80.0,103x82,640x640,2873.445636579989,65.40942084809444,104.70293630120769,0.2784750177598863,0.0,images/Uninfected/nih_cell_Uninfected_015058.jpg
15059,images/nih_cell_uninfected_C181P142ThinF_IMG_20151127_160434_cell_116.jpg,data/raw/nih_cell/cell_images/Uninfected/C181P142ThinF_IMG_20151127_160434_cell_116.png,nih_cell,uninfected,none,5,Uninfected,80.0,115x112,640x640,2532.0250320143423,76.65594984010826,130.99231366459628,0.2548136645962733,0.0,images/Uninfected/nih_cell_Uninfected_015059.jpg
15060,images/nih_cell_uninfected_C47P8thinOriginalOlympusCX21_IMG_20150717_172748_cell_95.jpg,data/raw/nih_cell/cell_images/Uninfected/C47P8thinOriginalOlympusCX21_IMG_20150717_172748_cell_95.png,nih_cell,uninfected,none,5,Uninfected,80.0,121x133,640x640,2419.4369593002407,74.71846491035369,121.12390480333065,0.2732865220903498,0.0,images/Uninfected/nih_cell_Uninfected_015060.jpg
15061,images/nih_cell_uninfected_C1_thinF_IMG_20150604_104722_cell_79.jpg,data/raw/nih_cell/cell_images/Uninfected/C1_thinF_IMG_20150604_104722_cell_79.png,nih_cell,uninfected,none,5,Uninfected,80.0,130x115,640x640,2328.7324895292004,71.76710889187954,126.77083612040134,0.2404013377926421,0.0,images/Uninfected/nih_cell_Uninfected_015061.jpg
15062,images/nih_cell_uninfected_C132P93ThinF_IMG_20151004_152257_cell_78.jpg,data/raw/nih_cell/cell_images/Uninfected/C132P93ThinF_IMG_20151004_152257_cell_78.png,nih_cell,uninfected,none,5,Uninfected,80.0,118x136,640x640,2738.2351065222515,75.77424439844245,108.44597457627118,0.3265827517447657,0.0,images/Uninfected/nih_cell_Uninfected_015062.jpg
15063,images/nih_cell_uninfected_C183P144NThinF_IMG_20151201_224107_cell_42.jpg,data/raw/nih_cell/cell_images/Uninfected/C183P144NThinF_IMG_20151201_224107_cell_42.png,nih_cell,uninfected,none,5,Uninfected,80.0,121x100,640x640,2640.8051475377365,77.69305668465041,120.58776859504133,0.2925619834710743,0.0,images/Uninfected/nih_cell_Uninfected_015063.jpg
15064,images/nih_cell_uninfected_C120P81ThinF_IMG_20151002_130407_cell_98.jpg,data/raw/nih_cell/cell_images/Uninfected/C120P81ThinF_IMG_20151002_130407_cell_98.png,nih_cell,uninfected,none,5,Uninfected,80.0,142x142,640x640,2183.6543776536278,78.15254056323396,128.942074985122,0.2682503471533426,0.0,images/Uninfected/nih_cell_Uninfected_015064.jpg
15065,images/nih_cell_uninfected_C13NThinF_IMG_20150614_131617_cell_212.jpg,data/raw/nih_cell/cell_images/Uninfected/C13NThinF_IMG_20150614_131617_cell_212.png,nih_cell,uninfected,none,5,Uninfected,80.0,115x109,640x640,2298.9892310083824,60.0620994158388,101.64276027124052,0.2503390506581571,0.0,images/Uninfected/nih_cell_Uninfected_015065.jpg
15066,images/nih_cell_uninfected_C82P43ThinF_IMG_20150817_123500_cell_196.jpg,data/raw/nih_cell/cell_images/Uninfected/C82P43ThinF_IMG_20150817_123500_cell_196.png,nih_cell,uninfected,none,5,Uninfected,80.0,130x127,640x640,2727.1663219728807,79.63219841902489,117.77213809812235,0.311992731677771,0.0,images/Uninfected/nih_cell_Uninfected_015066.jpg
15067,images/nih_cell_uninfected_C220ThinF_IMG_20151106_154533_cell_22.jpg,data/raw/nih_cell/cell_images/Uninfected/C220ThinF_IMG_20151106_154533_cell_22.png,nih_cell,uninfected,none,5,Uninfected,80.0,127x124,640x640,2466.1912683825367,76.19708921333905,129.0974726949454,0.2571755143510287,0.0,images/Uninfected/nih_cell_Uninfected_015067.jpg
15068,images/nih_cell_uninfected_C84P45ThinF_IMG_20150818_101056_cell_24.jpg,data/raw/nih_cell/cell_images/Uninfected/C84P45ThinF_IMG_20150818_101056_cell_24.png,nih_cell,uninfected,none,5,Uninfected,80.0,115x115,640x640,2346.7452485890203,73.60632979847293,112.68060491493384,0.2951228733459357,0.0,images/Uninfected/nih_cell_Uninfected_015068.jpg
15069,images/nih_cell_uninfected_C234ThinF_IMG_20151112_162940_cell_126.jpg,data/raw/nih_cell/cell_images/Uninfected/C234ThinF_IMG_20151112_162940_cell_126.png,nih_cell,uninfected,none,5,Uninfected,80.0,124x124,640x640,2791.852423699623,79.13346679825234,132.87330905306973,0.2612513007284079,0.0,images/Uninfected/nih_cell_Uninfected_015069.jpg
15070,images/nih_cell_uninfected_C165P126ThinF_IMG_20151117_172859_cell_30.jpg,data/raw/nih_cell/cell_images/Uninfected/C165P126ThinF_IMG_20151117_172859_cell_30.png,nih_cell,uninfected,none,5,Uninfected,80.0,136x121,640x640,2097.567787076582,68.7752296569417,126.14244044725328,0.2280627126883811,0.0,images/Uninfected/nih_cell_Uninfected_015070.jpg
15071,images/nih_cell_uninfected_C94P55ThinF_IMG_20150821_165118_cell_26.jpg,data/raw/nih_cell/cell_images/Uninfected/C94P55ThinF_IMG_20150821_165118_cell_26.png,nih_cell,uninfected,none,5,Uninfected,80.0,133x136,640x640,2421.6147166918336,79.12966849587538,123.32789694825298,0.2909111012826183,0.0,images/Uninfected/nih_cell_Uninfected_015071.jpg
15072,images/nih_cell_uninfected_C133P94ThinF_IMG_20151004_154512_cell_84.jpg,data/raw/nih_cell/cell_images/Uninfected/C133P94ThinF_IMG_20151004_154512_cell_84.png,nih_cell,uninfected,none,5,Uninfected,80.0,118x121,640x640,1904.1291736247476,64.84843200959428,121.35775318672084,0.2212494747163468,0.0,images/Uninfected/nih_cell_Uninfected_015072.jpg
15073,images/nih_cell_uninfected_C108P69ThinF_IMG_20150924_224616_cell_90.jpg,data/raw/nih_cell/cell_images/Uninfected/C108P69ThinF_IMG_20150924_224616_cell_90.png,nih_cell,uninfected,none,5,Uninfected,80.0,178x139,640x640,2670.661708305912,87.41765853038738,107.99377576590412,0.3956430361328914,0.0,images/Uninfected/nih_cell_Uninfected_015073.jpg
15074,images/nih_cell_uninfected_C211ThinF_IMG_20151029_164248_cell_230.jpg,data/raw/nih_cell/cell_images/Uninfected/C211ThinF_IMG_20151029_164248_cell_230.png,nih_cell,uninfected,none,5,Uninfected,80.0,133x142,640x640,2225.6545694657643,73.77637076516389,130.36794450916022,0.2416075399767023,0.0,images/Uninfected/nih_cell_Uninfected_015074.jpg
15075,images/nih_cell_uninfected_C146P107ThinF_IMG_20151018_135846_cell_35.jpg,data/raw/nih_cell/cell_images/Uninfected/C146P107ThinF_IMG_20151018_135846_cell_35.png,nih_cell,uninfected,none,5,Uninfected,80.0,130x151,640x640,2105.674521064554,74.17044087801948,125.427356087621,0.258125318390219,0.0,images/Uninfected/nih_cell_Uninfected_015075.jpg
15076,images/nih_cell_uninfected_C60P21thinF_IMG_20150804_113602_cell_104.jpg,data/raw/nih_cell/cell_images/Uninfected/C60P21thinF_IMG_20150804_113602_cell_104.png,nih_cell,uninfected,none,5,Uninfected,80.0,178x148,640x640,2083.269660131749,79.80393526260299,114.74935469177042,0.3250075918615244,0.0,images/Uninfected/nih_cell_Uninfected_015076.jpg
15077,images/nih_cell_uninfected_C69P30N_ThinF_IMG_20150819_135613_cell_170.jpg,data/raw/nih_cell/cell_images/Uninfected/C69P30N_ThinF_IMG_20150819_135613_cell_170.png,nih_cell,uninfected,none,5,Uninfected,80.0,193x196,640x640,1952.359918544588,87.06329527237284,108.4584170455747,0.3913767579570688,0.0,images/Uninfected/nih_cell_Uninfected_015077.jpg
15078,images/nih_cell_uninfected_C102P63ThinF_IMG_20150918_163054_cell_6.jpg,data/raw/nih_cell/cell_images/Uninfected/C102P63ThinF_IMG_20150918_163054_cell_6.png,nih_cell,uninfected,none,5,Uninfected,80.0,139x136,640x640,2236.2764441902955,66.2700070629057,100.7996720270842,0.294540837917901,0.0,images/Uninfected/nih_cell_Uninfected_015078.jpg
15079,images/nih_cell_uninfected_C83P44ThinF_IMG_20150817_140045_cell_104.jpg,data/raw/nih_cell/cell_images/Uninfected/C83P44ThinF_IMG_20150817_140045_cell_104.png,nih_cell,uninfected,none,5,Uninfected,80.0,151x148,640x640,2184.3713970870463,79.73226497097072,124.12148738142116,0.2913012350098443,0.0,images/Uninfected/nih_cell_Uninfected_015079.jpg
15080,images/nih_cell_uninfected_C99P60ThinF_IMG_20150918_141314_cell_77.jpg,data/raw/nih_cell/cell_images/Uninfected/C99P60ThinF_IMG_20150918_141314_cell_77.png,nih_cell,uninfected,none,5,Uninfected,80.0,151x148,640x640,2374.751744610025,81.6862500607251,102.5953552890639,0.3863432969393234,0.0,images/Uninfected/nih_cell_Uninfected_015080.jpg
15081,images/nih_cell_uninfected_C76P37ThinF_IMG_20150815_172808_cell_52.jpg,data/raw/nih_cell/cell_images/Uninfected/C76P37ThinF_IMG_20150815_172808_cell_52.png,nih_cell,uninfected,none,5,Uninfected,80.0,91x139,640x640,2610.454405049248,80.43079255490332,91.58510554194008,0.434737923946557,0.0,images/Uninfected/nih_cell_Uninfected_015081.jpg
15082,images/nih_cell_uninfected_C220ThinF_IMG_20151106_154016_cell_114.jpg,data/raw/nih_cell/cell_images/Uninfected/C220ThinF_IMG_20151106_154016_cell_114.png,nih_cell,uninfected,none,5,Uninfected,80.0,124x115,640x640,2432.6205415505274,70.84283417920454,135.57987377279102,0.2126928471248247,0.0,images/Uninfected/nih_cell_Uninfected_015082.jpg
15083,images/nih_cell_uninfected_C71P32_ThinF_IMG_20150813_161634_cell_110.jpg,data/raw/nih_cell/cell_images/Uninfected/C71P32_ThinF_IMG_20150813_161634_cell_110.png,nih_cell,uninfected,none,5,Uninfected,80.0,193x169,640x640,2154.4470367752315,84.39922191670546,98.27528589385904,0.4241039948493117,0.0,images/Uninfected/nih_cell_Uninfected_015083.jpg
15084,images/nih_cell_uninfected_C211ThinF_IMG_20151029_164033_cell_15.jpg,data/raw/nih_cell/cell_images/Uninfected/C211ThinF_IMG_20151029_164033_cell_15.png,nih_cell,uninfected,none,5,Uninfected,80.0,148x172,640x640,2337.6877340202823,85.70553598846043,112.92237586423632,0.3645113136392206,0.0,images/Uninfected/nih_cell_Uninfected_015084.jpg
15085,images/nih_cell_uninfected_C214ThinF_IMG_20151106_114611_cell_119.jpg,data/raw/nih_cell/cell_images/Uninfected/C214ThinF_IMG_20151106_114611_cell_119.png,nih_cell,uninfected,none,5,Uninfected,80.0,133x148,640x640,2282.212032337616,71.29340317178767,129.0445539524487,0.2313554155659418,0.0,images/Uninfected/nih_cell_Uninfected_015085.jpg
15086,images/nih_cell_uninfected_C224ThinF_IMG_20151112_112735_cell_110.jpg,data/raw/nih_cell/cell_images/Uninfected/C224ThinF_IMG_20151112_112735_cell_110.png,nih_cell,uninfected,none,5,Uninfected,80.0,145x115,640x640,2861.263983082522,91.8714872207352,118.61013493253374,0.3743928035982009,0.0,images/Uninfected/nih_cell_Uninfected_015086.jpg
15087,images/nih_cell_uninfected_C214ThinF_IMG_20151106_114611_cell_208.jpg,data/raw/nih_cell/cell_images/Uninfected/C214ThinF_IMG_20151106_114611_cell_208.png,nih_cell,uninfected,none,5,Uninfected,80.0,148x151,640x640,2124.0151900283327,73.84910785785931,137.48935027742974,0.2227044925720422,0.0,images/Uninfected/nih_cell_Uninfected_015087.jpg
15088,images/nih_cell_uninfected_C231ThinF_IMG_20151112_153359_cell_49.jpg,data/raw/nih_cell/cell_images/Uninfected/C231ThinF_IMG_20151112_153359_cell_49.png,nih_cell,uninfected,none,5,Uninfected,80.0,130x109,640x640,2773.5188969908195,81.16647335702211,118.1211714890614,0.3199011997177134,0.0,images/Uninfected/nih_cell_Uninfected_015088.jpg
15089,images/nih_cell_uninfected_C174P135NThinF_IMG_20151127_135554_cell_51.jpg,data/raw/nih_cell/cell_images/Uninfected/C174P135NThinF_IMG_20151127_135554_cell_51.png,nih_cell,uninfected,none,5,Uninfected,80.0,127x124,640x640,2380.066872988585,70.31664937295986,114.93154686309371,0.2691770383540767,0.0,images/Uninfected/nih_cell_Uninfected_015089.jpg
15090,images/nih_cell_uninfected_C39P4thinF_original_IMG_20150622_105102_cell_73.jpg,data/raw/nih_cell/cell_images/Uninfected/C39P4thinF_original_IMG_20150622_105102_cell_73.png,nih_cell,uninfected,none,5,Uninfected,80.0,133x124,640x640,2290.773540525959,81.66624383786595,110.57312636429783,0.3494421537715256,0.0,images/Uninfected/nih_cell_Uninfected_015090.jpg
15091,images/nih_cell_uninfected_C111P72ThinF_IMG_20150930_113210_cell_18.jpg,data/raw/nih_cell/cell_images/Uninfected/C111P72ThinF_IMG_20150930_113210_cell_18.png,nih_cell,uninfected,none,5,Uninfected,80.0,127x127,640x640,2297.969851195205,69.63323269033936,122.48205096410192,0.2423584847169694,0.0,images/Uninfected/nih_cell_Uninfected_015091.jpg
15092,images/nih_cell_uninfected_C222ThinF_IMG_20151115_151211_cell_65.jpg,data/raw/nih_cell/cell_images/Uninfected/C222ThinF_IMG_20151115_151211_cell_65.png,nih_cell,uninfected,none,5,Uninfected,80.0,118x124,640x640,2564.424520535292,75.9488443433961,102.87055768179331,0.3510114816839803,0.0,images/Uninfected/nih_cell_Uninfected_015092.jpg
15093,images/nih_cell_uninfected_C142P103ThinF_IMG_20151005_221900_cell_126.jpg,data/raw/nih_cell/cell_images/Uninfected/C142P103ThinF_IMG_20151005_221900_cell_126.png,nih_cell,uninfected,none,5,Uninfected,80.0,133x133,640x640,2150.0841078471017,71.31932879025314,125.2685849963254,0.2440499745604613,0.0,images/Uninfected/nih_cell_Uninfected_015093.jpg
15094,images/nih_cell_uninfected_C167P128ReThinF_IMG_20151201_105559_cell_129.jpg,data/raw/nih_cell/cell_images/Uninfected/C167P128ReThinF_IMG_20151201_105559_cell_129.png,nih_cell,uninfected,none,5,Uninfected,80.0,121x121,640x640,2455.209096841665,76.91744812348759,135.07533638412676,0.2434259954921112,0.0,images/Uninfected/nih_cell_Uninfected_015094.jpg
15095,images/nih_cell_uninfected_C130P91ThinF_IMG_20151004_142709_cell_37.jpg,data/raw/nih_cell/cell_images/Uninfected/C130P91ThinF_IMG_20151004_142709_cell_37.png,nih_cell,uninfected,none,5,Uninfected,80.0,148x160,640x640,2146.9386824324324,79.3778237535273,117.37829391891891,0.3133023648648648,0.0,images/Uninfected/nih_cell_Uninfected_015095.jpg
15096,images/nih_cell_uninfected_C160P121ThinF_IMG_20151116_094338_cell_119.jpg,data/raw/nih_cell/cell_images/Uninfected/C160P121ThinF_IMG_20151116_094338_cell_119.png,nih_cell,uninfected,none,5,Uninfected,80.0,118x100,640x640,2644.457409336397,73.95435706593761,115.03822033898304,0.291864406779661,0.0,images/Uninfected/nih_cell_Uninfected_015096.jpg
15097,images/nih_cell_uninfected_C47P8thin_Original_Motic_IMG_20150714_093806_cell_9.jpg,data/raw/nih_cell/cell_images/Uninfected/C47P8thin_Original_Motic_IMG_20150714_093806_cell_9.png,nih_cell,uninfected,none,5,Uninfected,80.0,133x148,640x640,1527.82766120421,63.62194481800442,105.77946555578134,0.2632086974192237,0.0,images/Uninfected/nih_cell_Uninfected_015097.jpg
15098,images/nih_cell_uninfected_C128P89ThinF_IMG_20151004_130810_cell_39.jpg,data/raw/nih_cell/cell_images/Uninfected/C128P89ThinF_IMG_20151004_130810_cell_39.png,nih_cell,uninfected,none,5,Uninfected,80.0,127x130,640x640,2066.4563369959874,68.17346491676444,133.4549364021805,0.206420351302241,0.0,images/Uninfected/nih_cell_Uninfected_015098.jpg
