original_image,crop_filename,split,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_x1,crop_y1,crop_x2,crop_y2,dataset_source,class_id
train/images/1704282807-0006-R.jpg,1704282807-0006-R_gt_crop_007.jpg,train,1.0,1119,826,1173,894,1082,796,1210,924,ground_truth,0
train/images/1704282807-0006-R.jpg,1704282807-0006-R_gt_crop_008.jpg,train,1.0,1082,724,1143,806,1048,701,1176,829,ground_truth,0
train/images/1704282807-0006-R.jpg,1704282807-0006-R_gt_crop_009.jpg,train,1.0,1168,717,1252,784,1146,686,1274,814,ground_truth,0
train/images/1704282807-0006-R.jpg,1704282807-0006-R_gt_crop_010.jpg,train,1.0,1244,518,1302,587,1209,488,1337,616,ground_truth,0
train/images/1704282807-0006-R.jpg,1704282807-0006-R_gt_crop_011.jpg,train,1.0,991,507,1051,567,957,473,1085,601,ground_truth,0
train/images/1704282807-0006-R.jpg,1704282807-0006-R_gt_crop_012.jpg,train,1.0,2360,465,2420,527,2326,432,2454,560,ground_truth,0
train/images/1704282807-0006-R.jpg,1704282807-0006-R_gt_crop_013.jpg,train,1.0,1566,298,1634,360,1536,265,1664,393,ground_truth,0
train/images/1704282807-0006-R.jpg,1704282807-0006-R_gt_crop_014.jpg,train,1.0,972,243,1046,298,945,206,1073,334,ground_truth,0
train/images/1704282807-0006-R.jpg,1704282807-0006-R_gt_crop_015.jpg,train,1.0,275,125,337,192,242,94,370,222,ground_truth,0
train/images/1707180816-0009-T.jpg,1707180816-0009-T_gt_crop_000.jpg,train,1.0,1163,840,1318,944,1176,828,1304,956,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_000.jpg,train,1.0,1712,1647,1763,1710,1673,1614,1801,1742,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_001.jpg,train,1.0,2391,1586,2464,1645,2363,1551,2491,1679,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_002.jpg,train,1.0,1363,1572,1417,1635,1326,1539,1454,1667,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_003.jpg,train,1.0,1415,1542,1476,1600,1381,1507,1509,1635,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_004.jpg,train,1.0,1458,1231,1524,1292,1427,1197,1555,1325,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_005.jpg,train,1.0,2127,1229,2212,1300,2105,1200,2233,1328,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_006.jpg,train,1.0,1634,1184,1703,1256,1604,1156,1732,1284,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_007.jpg,train,1.0,1287,1181,1341,1243,1250,1148,1378,1276,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_008.jpg,train,1.0,912,1164,966,1224,875,1130,1003,1258,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_009.jpg,train,1.0,1871,1088,1961,1198,1852,1079,1980,1207,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_010.jpg,train,1.0,2224,964,2277,1019,2186,927,2314,1055,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_011.jpg,train,1.0,557,926,629,993,529,895,657,1023,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_012.jpg,train,1.0,2254,920,2312,973,2219,882,2347,1010,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_013.jpg,train,1.0,1813,806,1891,868,1788,773,1916,901,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_014.jpg,train,1.0,1219,731,1302,925,1196,764,1324,892,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_015.jpg,train,1.0,753,705,828,757,726,667,854,795,ground_truth,0
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_gt_crop_016.jpg,train,1.0,604,101,677,197,576,85,704,213,ground_truth,0
train/images/1709041080-0016-S.jpg,1709041080-0016-S_gt_crop_000.jpg,train,1.0,1320,715,1476,877,1334,732,1462,860,ground_truth,0
train/images/1709041080-0038-S.jpg,1709041080-0038-S_gt_crop_000.jpg,train,1.0,1138,479,1271,626,1140,488,1268,616,ground_truth,0
train/images/1703121298-0001-G_R.jpg,1703121298-0001-G_R_gt_crop_000.jpg,train,1.0,2222,1269,2279,1328,2186,1234,2314,1362,ground_truth,0
train/images/1703121298-0001-G_R.jpg,1703121298-0001-G_R_gt_crop_001.jpg,train,1.0,1610,1072,1776,1243,1629,1093,1757,1221,ground_truth,0
train/images/1703121298-0001-G_R.jpg,1703121298-0001-G_R_gt_crop_002.jpg,train,1.0,619,794,823,925,657,795,785,923,ground_truth,0
train/images/1707180816-0018-G.jpg,1707180816-0018-G_gt_crop_000.jpg,train,1.0,1725,624,1873,783,1735,639,1863,767,ground_truth,0
train/images/1305121398-0011-S.jpg,1305121398-0011-S_gt_crop_000.jpg,train,1.0,1172,951,1282,1052,1163,937,1291,1065,ground_truth,0
train/images/1709041080-0028-T.jpg,1709041080-0028-T_gt_crop_000.jpg,train,1.0,1273,394,1424,543,1284,404,1412,532,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_000.jpg,train,1.0,2390,1880,2439,1927,2350,1839,2478,1944,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_001.jpg,train,1.0,365,1409,408,1452,322,1366,450,1494,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_002.jpg,train,1.0,39,1409,92,1460,1,1370,129,1498,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_003.jpg,train,1.0,2018,1396,2069,1445,1979,1356,2107,1484,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_004.jpg,train,1.0,1618,1192,1686,1258,1588,1161,1716,1289,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_005.jpg,train,1.0,854,1115,905,1166,815,1076,943,1204,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_006.jpg,train,1.0,86,1114,130,1157,44,1071,172,1199,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_007.jpg,train,1.0,57,1076,95,1115,12,1031,140,1159,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_008.jpg,train,1.0,1959,975,2004,1022,1917,934,2045,1062,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_009.jpg,train,1.0,2373,907,2417,952,2331,865,2459,993,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_010.jpg,train,1.0,1381,772,1431,819,1342,731,1470,859,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_011.jpg,train,1.0,633,649,681,699,593,610,721,738,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_012.jpg,train,1.0,534,571,584,624,495,533,623,661,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_013.jpg,train,1.0,32,564,69,604,0,520,114,648,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_014.jpg,train,1.0,1046,290,1084,335,1001,248,1129,376,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_015.jpg,train,1.0,1178,162,1227,204,1138,119,1266,247,ground_truth,0
train/images/1701151546-0002-R.jpg,1701151546-0002-R_gt_crop_016.jpg,train,1.0,718,104,765,148,677,62,805,190,ground_truth,0
train/images/1703121298-0004-R.jpg,1703121298-0004-R_gt_crop_000.jpg,train,1.0,1096,433,1219,547,1093,426,1221,554,ground_truth,0
train/images/1703121298-0012-G_R.jpg,1703121298-0012-G_R_gt_crop_000.jpg,train,1.0,1153,717,1261,799,1143,694,1271,822,ground_truth,0
train/images/1703121298-0012-G_R.jpg,1703121298-0012-G_R_gt_crop_001.jpg,train,1.0,802,261,981,421,827,277,955,405,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_000.jpg,train,1.0,2015,1722,2104,1799,1995,1696,2123,1824,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_001.jpg,train,1.0,1696,1690,1761,1760,1664,1661,1792,1789,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_002.jpg,train,1.0,2208,1606,2296,1682,2188,1580,2316,1708,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_003.jpg,train,1.0,508,1581,588,1656,484,1554,612,1682,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_004.jpg,train,1.0,1236,1372,1321,1458,1214,1351,1342,1479,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_005.jpg,train,1.0,798,1126,857,1194,763,1096,891,1224,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_006.jpg,train,1.0,1884,926,1956,978,1856,888,1984,1016,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_007.jpg,train,1.0,1864,876,1939,933,1837,840,1965,968,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_008.jpg,train,1.0,618,789,686,902,588,781,716,909,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_009.jpg,train,1.0,1221,639,1303,749,1198,630,1326,758,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_010.jpg,train,1.0,735,571,804,659,705,551,833,679,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_011.jpg,train,1.0,1601,568,1667,650,1570,545,1698,673,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_012.jpg,train,1.0,1072,458,1129,542,1036,436,1164,564,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_013.jpg,train,1.0,408,420,482,500,381,396,509,524,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_014.jpg,train,1.0,171,397,320,496,181,382,309,510,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_015.jpg,train,1.0,2448,289,2514,351,2417,256,2545,384,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_016.jpg,train,1.0,2277,183,2349,257,2249,156,2377,284,ground_truth,0
train/images/1405022890-0006-R.jpg,1405022890-0006-R_gt_crop_017.jpg,train,1.0,824,49,911,147,803,34,931,162,ground_truth,0
train/images/1409171742-0003-R.jpg,1409171742-0003-R_gt_crop_000.jpg,train,1.0,1475,1393,1557,1477,1452,1371,1580,1499,ground_truth,0
train/images/1409171742-0003-R.jpg,1409171742-0003-R_gt_crop_001.jpg,train,1.0,1325,656,1422,780,1309,654,1437,782,ground_truth,0
train/images/1409171742-0003-R.jpg,1409171742-0003-R_gt_crop_002.jpg,train,1.0,533,546,635,643,520,530,648,658,ground_truth,0
train/images/1409171742-0003-R.jpg,1409171742-0003-R_gt_crop_003.jpg,train,1.0,483,215,606,326,480,206,608,334,ground_truth,0
train/images/1401080976-0005-T.jpg,1401080976-0005-T_gt_crop_000.jpg,train,1.0,877,1445,949,1520,849,1418,977,1546,ground_truth,0
train/images/1401080976-0005-T.jpg,1401080976-0005-T_gt_crop_001.jpg,train,1.0,1675,823,1778,912,1662,803,1790,931,ground_truth,0
train/images/1709041080-0036-S_R.jpg,1709041080-0036-S_R_gt_crop_000.jpg,train,1.0,1469,956,1541,1031,1441,929,1569,1057,ground_truth,0
train/images/1709041080-0036-S_R.jpg,1709041080-0036-S_R_gt_crop_001.jpg,train,1.0,1314,473,1484,628,1335,486,1463,614,ground_truth,0
train/images/1312132815-0012-S.jpg,1312132815-0012-S_gt_crop_000.jpg,train,1.0,1081,1055,1179,1166,1066,1046,1194,1174,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_000.jpg,train,1.0,2296,1871,2347,1927,2257,1835,2385,1944,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_001.jpg,train,1.0,1876,1802,1939,1862,1843,1768,1971,1896,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_002.jpg,train,1.0,196,1618,245,1668,156,1579,284,1707,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_003.jpg,train,1.0,2509,1569,2563,1619,2472,1530,2592,1658,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_004.jpg,train,1.0,910,1391,966,1450,874,1356,1002,1484,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_005.jpg,train,1.0,1233,1313,1286,1369,1195,1277,1323,1405,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_006.jpg,train,1.0,1503,1291,1572,1360,1473,1261,1601,1389,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_007.jpg,train,1.0,431,1280,497,1342,400,1247,528,1375,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_008.jpg,train,1.0,686,1071,754,1141,656,1042,784,1170,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_009.jpg,train,1.0,1297,1040,1373,1102,1271,1007,1399,1135,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_010.jpg,train,1.0,490,1024,559,1089,460,992,588,1120,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_011.jpg,train,1.0,2405,1001,2464,1062,2370,967,2498,1095,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_012.jpg,train,1.0,1297,1000,1362,1057,1265,964,1393,1092,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_013.jpg,train,1.0,985,984,1045,1074,951,965,1079,1093,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_014.jpg,train,1.0,747,856,808,913,713,820,841,948,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_015.jpg,train,1.0,451,689,507,743,415,652,543,780,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_016.jpg,train,1.0,343,367,410,439,312,339,440,467,ground_truth,0
train/images/1704282807-0008-R.jpg,1704282807-0008-R_gt_crop_017.jpg,train,1.0,2170,85,2234,152,2138,54,2266,182,ground_truth,0
train/images/1408161544-0003-R_S.jpg,1408161544-0003-R_S_gt_crop_000.jpg,train,1.0,1029,676,1178,822,1039,685,1167,813,ground_truth,0
train/images/1408161544-0003-R_S.jpg,1408161544-0003-R_S_gt_crop_001.jpg,train,1.0,661,7,734,71,633,0,761,103,ground_truth,0
train/images/1708161076-0005-G.jpg,1708161076-0005-G_gt_crop_000.jpg,train,1.0,1159,933,1296,1074,1163,939,1291,1067,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_000.jpg,train,1.0,827,1732,899,1779,799,1691,927,1819,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_001.jpg,train,1.0,1162,1728,1222,1793,1128,1696,1256,1824,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_002.jpg,train,1.0,1803,1712,1854,1779,1764,1681,1892,1809,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_003.jpg,train,1.0,1173,1646,1231,1709,1138,1613,1266,1741,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_004.jpg,train,1.0,1993,1534,2062,1593,1963,1499,2091,1627,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_005.jpg,train,1.0,881,1413,938,1481,845,1383,973,1511,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_006.jpg,train,1.0,1676,1347,1731,1404,1639,1311,1767,1439,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_007.jpg,train,1.0,892,1275,950,1343,857,1245,985,1373,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_008.jpg,train,1.0,618,1271,690,1323,590,1233,718,1361,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_009.jpg,train,1.0,1459,1256,1520,1326,1425,1227,1553,1355,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_010.jpg,train,1.0,488,1196,537,1268,448,1168,576,1296,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_011.jpg,train,1.0,1816,1166,1893,1223,1790,1130,1918,1258,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_012.jpg,train,1.0,2317,1113,2375,1176,2282,1080,2410,1208,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_013.jpg,train,1.0,1798,1104,1873,1166,1771,1071,1899,1199,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_014.jpg,train,1.0,1969,1060,2035,1112,1938,1022,2066,1150,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_015.jpg,train,1.0,1552,1032,1611,1085,1517,994,1645,1122,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_016.jpg,train,1.0,1078,1022,1145,1094,1047,994,1175,1122,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_017.jpg,train,1.0,1857,790,1962,845,1845,753,1973,881,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_018.jpg,train,1.0,1063,719,1142,768,1038,679,1166,807,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_019.jpg,train,1.0,1260,544,1315,611,1223,513,1351,641,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_020.jpg,train,1.0,259,471,330,535,230,439,358,567,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_021.jpg,train,1.0,897,401,960,460,864,366,992,494,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_022.jpg,train,1.0,793,398,842,469,753,369,881,497,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_023.jpg,train,1.0,1137,393,1206,475,1107,370,1235,498,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_024.jpg,train,1.0,979,321,1040,378,945,285,1073,413,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_025.jpg,train,1.0,907,302,962,377,870,275,998,403,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_026.jpg,train,1.0,592,297,671,351,567,260,695,388,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_027.jpg,train,1.0,1094,286,1143,349,1054,253,1182,381,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_028.jpg,train,1.0,1513,245,1579,314,1482,215,1610,343,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_029.jpg,train,1.0,2328,209,2393,286,2296,183,2424,311,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_030.jpg,train,1.0,932,204,993,291,898,183,1026,311,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_031.jpg,train,1.0,281,69,355,143,254,42,382,170,ground_truth,0
train/images/1307210661-0004-R.jpg,1307210661-0004-R_gt_crop_032.jpg,train,1.0,580,68,652,135,552,37,680,165,ground_truth,0
train/images/1709041080-0037-S.jpg,1709041080-0037-S_gt_crop_000.jpg,train,1.0,1228,636,1405,742,1252,625,1380,753,ground_truth,0
train/images/1401080976-0003-T.jpg,1401080976-0003-T_gt_crop_000.jpg,train,1.0,1571,1156,1669,1272,1556,1150,1684,1278,ground_truth,0
train/images/1401080976-0003-T.jpg,1401080976-0003-T_gt_crop_001.jpg,train,1.0,574,595,655,669,550,568,678,696,ground_truth,0
train/images/1703121298-0007-R.jpg,1703121298-0007-R_gt_crop_000.jpg,train,1.0,1087,875,1171,963,1065,855,1193,983,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_000.jpg,train,1.0,1833,1808,1932,1895,1818,1787,1946,1915,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_001.jpg,train,1.0,1509,1734,1614,1831,1497,1718,1625,1846,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_002.jpg,train,1.0,993,1676,1081,1771,973,1659,1101,1787,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_003.jpg,train,1.0,1003,1431,1077,1533,976,1418,1104,1546,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_004.jpg,train,1.0,932,1427,998,1499,901,1399,1029,1527,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_005.jpg,train,1.0,816,1353,884,1438,786,1331,914,1459,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_006.jpg,train,1.0,912,1299,1019,1407,901,1289,1029,1417,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_007.jpg,train,1.0,1788,1270,1881,1371,1770,1256,1898,1384,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_008.jpg,train,1.0,555,1218,638,1295,532,1192,660,1320,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_009.jpg,train,1.0,1864,997,1982,1111,1859,990,1987,1118,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_010.jpg,train,1.0,1688,699,1748,773,1654,672,1782,800,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_011.jpg,train,1.0,52,647,154,742,39,630,167,758,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_012.jpg,train,1.0,1495,554,1577,626,1472,526,1600,654,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_013.jpg,train,1.0,1427,479,1514,551,1406,451,1534,579,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_014.jpg,train,1.0,1848,396,1933,500,1826,384,1954,512,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_015.jpg,train,1.0,1122,379,1214,463,1104,357,1232,485,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_016.jpg,train,1.0,1844,228,1948,322,1832,211,1960,339,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_017.jpg,train,1.0,1383,180,1485,271,1370,161,1498,289,ground_truth,0
train/images/1405022890-0004-R.jpg,1405022890-0004-R_gt_crop_018.jpg,train,1.0,2396,94,2492,208,2380,87,2508,215,ground_truth,0
train/images/1409171742-0001-R.jpg,1409171742-0001-R_gt_crop_000.jpg,train,1.0,1390,1326,1467,1430,1364,1314,1492,1442,ground_truth,0
train/images/1409171742-0001-R.jpg,1409171742-0001-R_gt_crop_001.jpg,train,1.0,463,984,564,1068,449,962,577,1090,ground_truth,0
train/images/1703121298-0009-R.jpg,1703121298-0009-R_gt_crop_000.jpg,train,1.0,1317,1075,1368,1140,1278,1043,1406,1171,ground_truth,0
train/images/1703121298-0016-G.jpg,1703121298-0016-G_gt_crop_000.jpg,train,1.0,1827,859,1991,1015,1845,873,1973,1001,ground_truth,0
train/images/1703121298-0016-G.jpg,1703121298-0016-G_gt_crop_001.jpg,train,1.0,277,420,462,600,305,446,433,574,ground_truth,0
train/images/1305121398-0008-R.jpg,1305121398-0008-R_gt_crop_000.jpg,train,1.0,1289,1150,1385,1249,1273,1135,1401,1263,ground_truth,0
train/images/1401080976-0006-T.jpg,1401080976-0006-T_gt_crop_000.jpg,train,1.0,1206,947,1281,1025,1179,922,1307,1050,ground_truth,0
train/images/1305121398-0018-S.jpg,1305121398-0018-S_gt_crop_000.jpg,train,1.0,1051,929,1171,1049,1047,925,1175,1053,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_000.jpg,train,1.0,585,1745,634,1790,545,1703,673,1831,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_001.jpg,train,1.0,424,1689,472,1732,384,1646,512,1774,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_002.jpg,train,1.0,1887,1665,1940,1751,1849,1644,1977,1772,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_003.jpg,train,1.0,2227,1651,2273,1691,2186,1607,2314,1735,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_004.jpg,train,1.0,1548,1349,1592,1392,1506,1306,1634,1434,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_005.jpg,train,1.0,866,1255,911,1298,824,1212,952,1340,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_006.jpg,train,1.0,1523,1143,1568,1188,1481,1101,1609,1229,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_007.jpg,train,1.0,2307,1142,2352,1188,2265,1101,2393,1229,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_008.jpg,train,1.0,1372,1100,1426,1149,1335,1060,1463,1188,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_009.jpg,train,1.0,588,1007,634,1049,547,964,675,1092,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_010.jpg,train,1.0,1912,989,1952,1027,1868,944,1996,1072,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_011.jpg,train,1.0,1609,944,1677,999,1579,907,1707,1035,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_012.jpg,train,1.0,1953,839,2000,890,1912,800,2040,928,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_013.jpg,train,1.0,1413,826,1464,875,1374,786,1502,914,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_014.jpg,train,1.0,243,823,288,868,201,781,329,909,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_015.jpg,train,1.0,2207,799,2263,852,2171,761,2299,889,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_016.jpg,train,1.0,459,757,504,804,417,716,545,844,ground_truth,0
