image_name,image_file,n_gt_boxes,n_pred_boxes,n_correct_matches,n_false_positives,n_false_negatives,avg_confidence,status,paper_score,recommendation,dataset
1401080976-0004-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1401080976-0004-T.png,1,1,1,0,0,0.814,Perfect,10,Best for paper,mp_idb_species
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1707180816-0015-T.png,1,1,1,0,0,0.881,Perfect,10,Best for paper,mp_idb_species
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1707180816-0015-T.png,1,1,1,0,0,0.881,Perfect,10,Best for paper,mp_idb_species
1709041080-0014-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1709041080-0014-R.png,1,1,1,0,0,0.727,Perfect,9,Best for paper,mp_idb_species
1709041080-0014-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1709041080-0014-R.png,1,1,1,0,0,0.727,Perfect,9,Best for paper,mp_idb_species
1409171742-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1409171742-0007-R.png,4,4,4,0,0,0.778,Perfect,9,Best for paper,mp_idb_species
1409171742-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1409171742-0007-R.png,4,4,4,0,0,0.778,Perfect,9,Best for paper,mp_idb_species
1408290968-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1408290968-0003-R.png,1,1,1,0,0,0.698,Perfect,9,Best for paper,mp_idb_species
1408290968-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1408290968-0003-R.png,1,1,1,0,0,0.698,Perfect,9,Best for paper,mp_idb_species
1703121298-0009-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1703121298-0009-R.png,1,1,1,0,0,0.273,Perfect,9,Best for paper,mp_idb_species
1703121298-0009-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1703121298-0009-R.png,1,1,1,0,0,0.273,Perfect,9,Best for paper,mp_idb_species
1409171742-0009-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1409171742-0009-R.png,6,6,6,0,0,0.771,Perfect,9,Best for paper,mp_idb_species
1409171742-0009-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1409171742-0009-R.png,6,6,6,0,0,0.771,Perfect,9,Best for paper,mp_idb_species
1305121398-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1305121398-0003-R.png,1,1,1,0,0,0.764,Perfect,9,Best for paper,mp_idb_species
1305121398-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1305121398-0003-R.png,1,1,1,0,0,0.764,Perfect,9,Best for paper,mp_idb_species
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1312132815-0015-S.png,2,1,1,0,1,0.891,Missing detections (FN),7,Good for paper,mp_idb_species
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1312132815-0015-S.png,2,1,1,0,1,0.891,Missing detections (FN),7,Good for paper,mp_idb_species
1709041080-0023-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1709041080-0023-R.png,2,1,1,0,1,0.756,Missing detections (FN),7,Good for paper,mp_idb_species
1709041080-0023-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1709041080-0023-R.png,2,1,1,0,1,0.756,Missing detections (FN),7,Good for paper,mp_idb_species
1704282807-0015-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0015-R.png,21,20,18,2,3,0.826,Mixed (FP + FN),5,Challenging case,mp_idb_species
1704282807-0015-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0015-R.png,21,20,18,2,3,0.826,Mixed (FP + FN),5,Challenging case,mp_idb_species
1409191647-0009-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1409191647-0009-R.png,7,9,5,4,2,0.675,Mixed (FP + FN),5,Challenging case,mp_idb_species
1409191647-0009-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1409191647-0009-R.png,7,9,5,4,2,0.675,Mixed (FP + FN),5,Challenging case,mp_idb_species
1704282807-0004-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0004-R_T.png,11,17,10,7,1,0.745,Mixed (FP + FN),5,Challenging case,mp_idb_species
1704282807-0004-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0004-R_T.png,11,17,10,7,1,0.745,Mixed (FP + FN),5,Challenging case,mp_idb_species
1307210661-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1307210661-0002-R.png,25,34,24,10,1,0.721,Mixed (FP + FN),5,Challenging case,mp_idb_species
1307210661-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1307210661-0002-R.png,25,34,24,10,1,0.721,Mixed (FP + FN),5,Challenging case,mp_idb_species
1307210661-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1307210661-0010-R.png,42,47,36,11,6,0.684,Mixed (FP + FN),5,Challenging case,mp_idb_species
1307210661-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1307210661-0010-R.png,42,47,36,11,6,0.684,Mixed (FP + FN),5,Challenging case,mp_idb_species
1704282807-0019-R_G,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0019-R_G.png,41,40,36,4,5,0.744,Mixed (FP + FN),5,Challenging case,mp_idb_species
1704282807-0019-R_G,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0019-R_G.png,41,40,36,4,5,0.744,Mixed (FP + FN),5,Challenging case,mp_idb_species
1603223711-0002-T_G,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1603223711-0002-T_G.png,2,2,1,1,1,0.628,Mixed (FP + FN),5,Challenging case,mp_idb_species
1603223711-0002-T_G,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1603223711-0002-T_G.png,2,2,1,1,1,0.628,Mixed (FP + FN),5,Challenging case,mp_idb_species
1701151546-0015-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1701151546-0015-R_T.png,37,39,28,11,9,0.688,Mixed (FP + FN),5,Challenging case,mp_idb_species
1701151546-0015-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1701151546-0015-R_T.png,37,39,28,11,9,0.688,Mixed (FP + FN),5,Challenging case,mp_idb_species
1701151546-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1701151546-0007-R.png,27,30,25,5,2,0.745,Mixed (FP + FN),5,Challenging case,mp_idb_species
1701151546-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1701151546-0007-R.png,27,30,25,5,2,0.745,Mixed (FP + FN),5,Challenging case,mp_idb_species
1703121298-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1703121298-0005-R.png,1,1,0,1,1,0.488,Mixed (FP + FN),5,Challenging case,mp_idb_species
1703121298-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1703121298-0005-R.png,1,1,0,1,1,0.488,Mixed (FP + FN),5,Challenging case,mp_idb_species
1709041080-0020-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1709041080-0020-R.png,2,0,0,0,2,0.0,Missing detections (FN),4,Not recommended,mp_idb_species
1709041080-0020-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1709041080-0020-R.png,2,0,0,0,2,0.0,Missing detections (FN),4,Not recommended,mp_idb_species
1401063467-0010-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1401063467-0010-T.png,1,2,1,1,0,0.715,False positives (FP),3,Not recommended,mp_idb_species
1401063467-0010-T,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1401063467-0010-T.png,1,2,1,1,0,0.715,False positives (FP),3,Not recommended,mp_idb_species
1312132815-0013-S,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1312132815-0013-S.png,1,2,1,1,0,0.573,False positives (FP),3,Not recommended,mp_idb_species
1312132815-0013-S,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1312132815-0013-S.png,1,2,1,1,0,0.573,False positives (FP),3,Not recommended,mp_idb_species
1312132815-0001-G,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1312132815-0001-G.png,1,3,1,2,0,0.593,False positives (FP),3,Not recommended,mp_idb_species
1312132815-0001-G,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1312132815-0001-G.png,1,3,1,2,0,0.593,False positives (FP),3,Not recommended,mp_idb_species
1307210661-0001-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1307210661-0001-R.png,31,36,31,5,0,0.749,False positives (FP),3,Not recommended,mp_idb_species
1307210661-0001-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1307210661-0001-R.png,31,36,31,5,0,0.749,False positives (FP),3,Not recommended,mp_idb_species
1703121298-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1703121298-0007-R.png,1,3,1,2,0,0.647,False positives (FP),3,Not recommended,mp_idb_species
1703121298-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1703121298-0007-R.png,1,3,1,2,0,0.647,False positives (FP),3,Not recommended,mp_idb_species
1603223711-0006-G,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1603223711-0006-G.png,1,3,1,2,0,0.573,False positives (FP),3,Not recommended,mp_idb_species
1603223711-0006-G,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1603223711-0006-G.png,1,3,1,2,0,0.573,False positives (FP),3,Not recommended,mp_idb_species
1409191647-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1409191647-0003-R.png,4,6,4,2,0,0.603,False positives (FP),3,Not recommended,mp_idb_species
1409191647-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1409191647-0003-R.png,4,6,4,2,0,0.603,False positives (FP),3,Not recommended,mp_idb_species
1409191647-0001-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1409191647-0001-R.png,1,2,1,1,0,0.587,False positives (FP),3,Not recommended,mp_idb_species
1409191647-0001-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1409191647-0001-R.png,1,2,1,1,0,0.587,False positives (FP),3,Not recommended,mp_idb_species
1704282807-0020-R_T_S,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0020-R_T_S.png,14,19,14,5,0,0.78,False positives (FP),3,Not recommended,mp_idb_species
1704282807-0020-R_T_S,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0020-R_T_S.png,14,19,14,5,0,0.78,False positives (FP),3,Not recommended,mp_idb_species
1704282807-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0005-R.png,18,20,18,2,0,0.811,False positives (FP),3,Not recommended,mp_idb_species
1704282807-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0005-R.png,18,20,18,2,0,0.811,False positives (FP),3,Not recommended,mp_idb_species
1704282807-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0007-R.png,16,20,16,4,0,0.802,False positives (FP),3,Not recommended,mp_idb_species
1704282807-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0007-R.png,16,20,16,4,0,0.802,False positives (FP),3,Not recommended,mp_idb_species
1704282807-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0010-R.png,14,17,14,3,0,0.774,False positives (FP),3,Not recommended,mp_idb_species
1704282807-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_species\visualizations\pred_detection_yolo11\1704282807-0010-R.png,14,17,14,3,0,0.774,False positives (FP),3,Not recommended,mp_idb_species
1305121398-0014-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1305121398-0014-S.png,1,1,1,0,0,0.881,Perfect,10,Best for paper,mp_idb_stages
1305121398-0014-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1305121398-0014-S.png,1,1,1,0,0,0.881,Perfect,10,Best for paper,mp_idb_stages
1305121398-0020-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1305121398-0020-S.png,1,1,1,0,0,0.857,Perfect,10,Best for paper,mp_idb_stages
1305121398-0020-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1305121398-0020-S.png,1,1,1,0,0,0.857,Perfect,10,Best for paper,mp_idb_stages
1312132815-0017-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1312132815-0017-T.png,1,1,1,0,0,0.893,Perfect,10,Best for paper,mp_idb_stages
1312132815-0017-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1312132815-0017-T.png,1,1,1,0,0,0.893,Perfect,10,Best for paper,mp_idb_stages
1707180816-0006-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1707180816-0006-T.png,1,1,1,0,0,0.876,Perfect,10,Best for paper,mp_idb_stages
1707180816-0006-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1707180816-0006-T.png,1,1,1,0,0,0.876,Perfect,10,Best for paper,mp_idb_stages
1707180816-0007-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1707180816-0007-T.png,1,1,1,0,0,0.85,Perfect,10,Best for paper,mp_idb_stages
1707180816-0007-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1707180816-0007-T.png,1,1,1,0,0,0.85,Perfect,10,Best for paper,mp_idb_stages
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1707180816-0015-T.png,1,1,1,0,0,0.896,Perfect,10,Best for paper,mp_idb_stages
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1707180816-0015-T.png,1,1,1,0,0,0.896,Perfect,10,Best for paper,mp_idb_stages
1708161076-0001-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1708161076-0001-R.png,1,1,1,0,0,0.817,Perfect,10,Best for paper,mp_idb_stages
1708161076-0001-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1708161076-0001-R.png,1,1,1,0,0,0.817,Perfect,10,Best for paper,mp_idb_stages
1709041080-0031-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1709041080-0031-S.png,1,1,1,0,0,0.836,Perfect,10,Best for paper,mp_idb_stages
1709041080-0031-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1709041080-0031-S.png,1,1,1,0,0,0.836,Perfect,10,Best for paper,mp_idb_stages
1707180816-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1707180816-0016-R.png,1,1,1,0,0,0.884,Perfect,10,Best for paper,mp_idb_stages
1707180816-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1707180816-0016-R.png,1,1,1,0,0,0.884,Perfect,10,Best for paper,mp_idb_stages
1703121298-0010-G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1703121298-0010-G.png,2,2,2,0,0,0.885,Perfect,10,Best for paper,mp_idb_stages
1703121298-0010-G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1703121298-0010-G.png,2,2,2,0,0,0.885,Perfect,10,Best for paper,mp_idb_stages
1707180816-0009-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1707180816-0009-T.png,1,1,1,0,0,0.798,Perfect,9,Best for paper,mp_idb_stages
1707180816-0009-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1707180816-0009-T.png,1,1,1,0,0,0.798,Perfect,9,Best for paper,mp_idb_stages
1708161076-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1708161076-0007-R.png,1,1,1,0,0,0.719,Perfect,9,Best for paper,mp_idb_stages
1708161076-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1708161076-0007-R.png,1,1,1,0,0,0.719,Perfect,9,Best for paper,mp_idb_stages
1603223711-0001-G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1603223711-0001-G.png,1,1,1,0,0,0.424,Perfect,9,Best for paper,mp_idb_stages
1603223711-0001-G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1603223711-0001-G.png,1,1,1,0,0,0.424,Perfect,9,Best for paper,mp_idb_stages
1709041080-0036-S_R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1709041080-0036-S_R.png,2,2,2,0,0,0.798,Perfect,9,Best for paper,mp_idb_stages
1709041080-0036-S_R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1709041080-0036-S_R.png,2,2,2,0,0,0.798,Perfect,9,Best for paper,mp_idb_stages
1709041080-0033-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1709041080-0033-S.png,1,1,1,0,0,0.792,Perfect,9,Best for paper,mp_idb_stages
1709041080-0033-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1709041080-0033-S.png,1,1,1,0,0,0.792,Perfect,9,Best for paper,mp_idb_stages
1709041080-0029-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1709041080-0029-T.png,1,1,1,0,0,0.796,Perfect,9,Best for paper,mp_idb_stages
1709041080-0029-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1709041080-0029-T.png,1,1,1,0,0,0.796,Perfect,9,Best for paper,mp_idb_stages
1408290968-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1408290968-0002-R.png,1,1,1,0,0,0.677,Perfect,9,Best for paper,mp_idb_stages
1408290968-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1408290968-0002-R.png,1,1,1,0,0,0.677,Perfect,9,Best for paper,mp_idb_stages
1405022890-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1405022890-0005-R.png,17,16,16,0,1,0.704,Missing detections (FN),7,Good for paper,mp_idb_stages
1405022890-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1405022890-0005-R.png,17,16,16,0,1,0.704,Missing detections (FN),7,Good for paper,mp_idb_stages
1701151546-0009-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0009-R.png,24,23,23,0,1,0.792,Missing detections (FN),7,Good for paper,mp_idb_stages
1701151546-0009-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0009-R.png,24,23,23,0,1,0.792,Missing detections (FN),7,Good for paper,mp_idb_stages
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1312132815-0015-S.png,2,1,1,0,1,0.887,Missing detections (FN),7,Good for paper,mp_idb_stages
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1312132815-0015-S.png,2,1,1,0,1,0.887,Missing detections (FN),7,Good for paper,mp_idb_stages
1409171742-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1409171742-0002-R.png,3,5,2,3,1,0.622,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1409171742-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1409171742-0002-R.png,3,5,2,3,1,0.622,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1307210661-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1307210661-0007-R.png,31,36,30,6,1,0.702,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1307210661-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1307210661-0007-R.png,31,36,30,6,1,0.702,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1405022890-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1405022890-0003-R.png,24,26,21,5,3,0.68,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1405022890-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1405022890-0003-R.png,24,26,21,5,3,0.68,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1701151546-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0007-R.png,27,28,23,5,4,0.72,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1701151546-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0007-R.png,27,28,23,5,4,0.72,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1701151546-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0003-R.png,15,18,14,4,1,0.73,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1701151546-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0003-R.png,15,18,14,4,1,0.73,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1701151546-0006-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0006-R_T.png,19,20,16,4,3,0.707,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1701151546-0006-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0006-R_T.png,19,20,16,4,3,0.707,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1704282807-0019-R_G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0019-R_G.png,41,43,38,5,3,0.754,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1704282807-0019-R_G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0019-R_G.png,41,43,38,5,3,0.754,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1709041080-0025-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1709041080-0025-R_T.png,4,3,2,1,2,0.621,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1709041080-0025-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1709041080-0025-R_T.png,4,3,2,1,2,0.621,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1701151546-0012-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0012-R.png,22,27,21,6,1,0.649,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1701151546-0012-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1701151546-0012-R.png,22,27,21,6,1,0.649,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1704282807-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0016-R.png,29,30,24,6,5,0.768,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1704282807-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0016-R.png,29,30,24,6,5,0.768,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1704282807-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0003-R.png,17,18,15,3,2,0.729,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1704282807-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0003-R.png,17,18,15,3,2,0.729,Mixed (FP + FN),5,Challenging case,mp_idb_stages
1709041080-0024-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1709041080-0024-R.png,2,1,1,0,1,0.523,Missing detections (FN),4,Not recommended,mp_idb_stages
1709041080-0024-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1709041080-0024-R.png,2,1,1,0,1,0.523,Missing detections (FN),4,Not recommended,mp_idb_stages
1305121398-0012-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1305121398-0012-S.png,1,0,0,0,1,0.0,Missing detections (FN),4,Not recommended,mp_idb_stages
1305121398-0012-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1305121398-0012-S.png,1,0,0,0,1,0.0,Missing detections (FN),4,Not recommended,mp_idb_stages
1312132815-0009-G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1312132815-0009-G.png,1,0,0,0,1,0.0,Missing detections (FN),4,Not recommended,mp_idb_stages
